Therapeutic,CH1 Isotype,VD LC,Fab_Total_SASA,Ch_A_length,Ch_B_length,Fab_Total_AAs,N_Disulfide_Bonds,N_Salt_Bridges,N_Hydrogen_Bonds,Delta_H_REF,Delta_Cp_Proxy,Hydrophobic_SASA_Folded,Polar_SASA_Folded,Hydrophobic_SASA_Unfolded,Polar_SASA_Unfolded,Delta_SASA_Hydrophobic,Delta_SASA_Polar,Delta_G_NU,Delta_G_NU_at_T_REF,Delta_S_REF,Tm_Proxy_K,Tm_Proxy_C,T_Onset_Proxy_K,T_Onset_Proxy_C,N_Helix,N_Sheet,N_Coil,Pct_Helix,Pct_Sheet,Pct_Coil,Chain_N_Disulfide_Bonds,Chain_N_Salt_Bridges,Chain_N_Hydrogen_Bonds,Chain_Delta_H_REF,Chain_Delta_Cp_Proxy,Chain_Hydrophobic_SASA_Folded,Chain_Polar_SASA_Folded,Chain_Hydrophobic_SASA_Unfolded,Chain_Polar_SASA_Unfolded,Chain_Delta_SASA_Hydrophobic,Chain_Delta_SASA_Polar,Chain_Delta_G_NU,Chain_Delta_G_NU_at_T_REF,Chain_Delta_S_REF,Chain_Tm_Proxy_K,Chain_Tm_Proxy_C,Chain_T_Onset_Proxy_K,Chain_T_Onset_Proxy_C
Tomuzotuximab,G1,Kappa,32442.54,217,214,431,1,11,238,-43.264,4.088,9709.443,13743.092,28430.0,32714.0,18720.557,18970.908,-200172.473,-200172.473,1354.736,273.15,0.0,273.15,0.0,11,121,286,2.63,28.95,68.42,1,9,125,-56.809,1.976,4327.649,6546.537,13406.0,15806.0,9078.351,9259.463,-200172.473,-200172.473,671.191,273.15,0.0,273.15,0.0
Toripalimab,G4,Kappa,29671.41,209,219,428,2,16,316,-185.551,4.491,8097.959,11599.332,27760.0,29882.0,19662.041,18282.668,-212077.472,-212077.472,1392.449,273.15,0.0,273.15,0.0,12,137,267,2.88,32.93,64.18,1,6,149,-59.89,2.1,4684.418,5701.867,14303.0,15452.0,9618.582,9750.133,-212077.472,-212077.472,711.11,273.15,0.0,273.15,0.0
Torudokimab,G4,Kappa,26606.07,207,215,422,2,13,257,-125.622,4.921,7655.124,9853.961,28550.0,28046.0,20894.876,18192.039,-194205.237,-194205.237,1307.378,273.15,0.0,273.15,0.0,19,149,241,4.65,36.43,58.92,1,9,132,-92.944,2.493,3162.233,4962.012,13937.0,14716.0,10774.767,9753.988,-194205.237,-194205.237,651.056,273.15,0.0,273.15,0.0
Tosatoxumab,G1,Lambda,24849.28,219,217,436,2,16,300,-219.591,5.345,6096.37,10566.916,28978.0,30853.0,22881.63,20286.084,-192325.523,-192325.523,1342.409,273.15,0.0,273.15,0.0,20,164,236,4.76,39.05,56.19,1,10,137,-118.334,2.505,2506.643,5897.662,13630.0,16539.0,11123.357,10641.338,-192325.523,-192325.523,644.666,273.15,0.0,273.15,0.0
Tovetumab,G2,Kappa,25005.88,204,215,419,2,26,284,-222.686,4.606,6932.56,10002.493,27537.0,30000.0,20604.44,19997.507,-196322.145,-196322.145,1323.314,273.15,0.0,273.15,0.0,23,159,223,5.68,39.26,55.06,1,10,142,-110.904,2.322,3003.829,5394.863,13623.0,16136.0,10619.171,10741.137,-196322.145,-196322.145,658.096,273.15,0.0,273.15,0.0
Tozorakimab,G1,Lambda,22832.67,224,212,436,4,16,290,-224.18,5.419,5832.78,9322.343,29363.0,30829.0,23530.22,21506.657,-183139.53,-183139.53,1327.82,273.15,0.0,273.15,0.0,17,182,225,4.01,42.92,53.07,2,7,124,-103.093,2.473,2276.289,4689.667,13351.0,15459.0,11074.711,10769.333,-183139.53,-183139.53,613.907,273.15,0.0,273.15,0.0
Tralokinumab,G4,Lambda,25098.46,206,214,420,2,18,284,-191.109,4.956,6915.648,9761.064,28096.0,28475.0,21180.352,18713.936,-190462.618,-190462.618,1316.891,273.15,0.0,273.15,0.0,14,120,276,3.41,29.27,67.32,1,9,127,-93.499,2.75,2940.046,4918.784,14267.0,14092.0,11326.954,9173.216,-190462.618,-190462.618,638.501,273.15,0.0,273.15,0.0
Trastuzumab,G1,Kappa,23459.87,218,214,432,3,23,278,-233.684,5.067,5932.632,9462.768,28429.0,30977.0,22496.368,21514.232,-190374.2,-190374.2,1316.316,273.15,0.0,273.15,0.0,31,183,207,7.36,43.47,49.17,1,12,134,-122.894,2.383,2524.24,5166.542,13448.0,16255.0,10923.76,11088.458,-190374.2,-190374.2,638.106,273.15,0.0,273.15,0.0
Traxivitug,G1,Lambda,26948.22,218,213,431,4,11,281,-161.128,5.325,7194.878,10296.636,29452.0,28982.0,22257.122,18685.364,-192900.061,-192900.061,1337.872,273.15,0.0,273.15,0.0,20,157,243,4.76,37.38,57.86,2,6,138,-95.33,2.457,2986.809,4971.328,13653.0,14714.0,10666.191,9742.672,-192900.061,-192900.061,646.67,273.15,0.0,273.15,0.0
Tremelimumab,G2,Kappa,26782.85,209,214,423,2,9,274,-139.025,4.385,7158.987,11041.848,27332.0,31659.0,20173.013,20617.152,-194245.919,-194245.919,1309.975,273.15,0.0,273.15,0.0,16,124,270,3.9,30.24,65.85,1,5,139,-84.78,2.148,3128.786,5524.217,13369.0,16639.0,10240.214,11114.783,-194245.919,-194245.919,651.22,273.15,0.0,273.15,0.0
Trevogrumab,G4,Kappa,29570.38,204,214,418,2,11,285,-123.478,4.364,8540.878,11275.064,27477.0,28558.0,18936.122,17282.936,-203196.693,-203196.693,1347.522,273.15,0.0,273.15,0.0,21,97,287,5.19,23.95,70.86,1,8,141,-73.722,1.979,4131.111,6189.567,13302.0,15680.0,9170.889,9490.433,-203196.693,-203196.693,681.278,273.15,0.0,273.15,0.0
Trinbelimab,G1,Lambda,23496.51,228,216,444,4,21,281,-233.703,4.865,5891.875,10398.786,28039.0,32609.0,22147.125,22210.214,-189786.477,-189786.477,1341.297,273.15,0.0,273.15,0.0,25,159,250,5.76,36.64,57.6,2,7,130,-100.791,2.008,2608.356,5415.893,12639.0,17106.0,10030.644,11690.107,-189786.477,-189786.477,636.209,273.15,0.0,273.15,0.0
Trosunilimab,G1,Kappa,24278.01,210,214,424,4,32,228,-202.954,4.666,6761.829,9122.479,27725.0,29636.0,20963.171,20513.521,-189427.944,-189427.944,1281.046,273.15,0.0,273.15,0.0,22,184,207,5.33,44.55,50.12,2,14,107,-86.947,2.157,3362.113,4854.719,13449.0,15463.0,10086.887,10608.281,-189427.944,-189427.944,635.053,273.15,0.0,273.15,0.0
Trovostobart,G1,Kappa,26333.84,215,214,429,2,12,256,-122.945,5.315,7562.18,10916.889,30100.0,30483.0,22537.82,19566.111,-191984.999,-191984.999,1317.055,273.15,0.0,273.15,0.0,21,117,281,5.01,27.92,67.06,1,8,127,-83.359,2.596,3185.65,4819.487,14420.0,15019.0,11234.35,10199.513,-191984.999,-191984.999,643.641,273.15,0.0,273.15,0.0
Tulisokibart,G1,Kappa,24085.04,214,213,427,3,29,282,-251.561,4.916,6337.553,9031.776,27959.0,29323.0,21621.447,20291.224,-197136.435,-197136.435,1326.439,273.15,0.0,273.15,0.0,19,172,225,4.57,41.35,54.09,2,16,139,-133.248,2.279,3110.077,4361.939,13604.0,15104.0,10493.923,10742.061,-197136.435,-197136.435,660.752,273.15,0.0,273.15,0.0
Tuparstobart,G1,Kappa,24290.19,219,215,434,4,26,279,-241.824,4.94,6287.056,10181.089,28314.0,31425.0,22026.944,21243.911,-189165.546,-189165.546,1334.176,273.15,0.0,273.15,0.0,28,183,213,6.6,43.16,50.24,2,11,125,-110.908,2.483,2643.695,4992.265,13775.0,15841.0,11131.305,10848.735,-189165.546,-189165.546,634.092,273.15,0.0,273.15,0.0
Turenkibart,G1,Kappa,29822.25,216,220,436,2,22,293,-191.904,4.602,7883.83,11739.569,27935.0,30201.0,20051.17,18461.431,-201056.666,-201056.666,1386.096,273.15,0.0,273.15,0.0,17,117,291,4.0,27.53,68.47,1,8,133,-76.911,2.4,3683.576,6188.588,14139.0,15815.0,10455.424,9626.412,-201056.666,-201056.666,674.089,273.15,0.0,273.15,0.0
Tusamitamab,G1,Kappa,24075.31,218,214,432,0,27,236,-193.234,5.234,6030.634,10054.276,28800.0,30952.0,22769.366,20897.724,-181348.598,-181348.598,1277.766,273.15,0.0,273.15,0.0,27,137,250,6.52,33.09,60.39,0,17,107,-119.153,2.546,2233.861,5032.444,13454.0,15603.0,11220.139,10570.556,-181348.598,-181348.598,607.847,273.15,0.0,273.15,0.0
Tuvonralimab,G1,Kappa,24591.82,216,214,430,2,12,273,-160.72,5.107,6731.196,8940.341,28938.0,29300.0,22206.804,20359.659,-191207.897,-191207.897,1315.28,273.15,0.0,273.15,0.0,27,127,264,6.46,30.38,63.16,1,6,128,-77.947,2.334,3122.12,4825.425,13664.0,15242.0,10541.88,10416.575,-191207.897,-191207.897,641.053,273.15,0.0,273.15,0.0
Ublituximab,G1,Kappa,24881.66,216,213,429,4,22,265,-205.513,4.61,6539.479,11018.795,27714.0,32594.0,21174.521,21575.205,-196247.449,-196247.449,1312.487,273.15,0.0,273.15,0.0,22,147,249,5.26,35.17,59.57,2,12,139,-116.172,2.349,3153.101,5009.388,13843.0,15724.0,10689.899,10714.612,-196247.449,-196247.449,657.828,273.15,0.0,273.15,0.0
Ucenprubart,G4,Kappa,21851.22,204,215,419,4,29,257,-247.341,5.119,5666.346,9538.928,27791.0,29566.0,22124.654,20027.072,-184024.13,-184024.13,1269.659,273.15,0.0,273.15,0.0,25,150,238,6.05,36.32,57.63,2,20,112,-147.274,2.432,2109.04,5030.371,13159.0,16076.0,11049.96,11045.629,-184024.13,-184024.13,616.726,273.15,0.0,273.15,0.0
Ulenistamab,G1,Kappa,30191.41,219,219,438,2,15,297,-155.132,4.732,8394.734,12036.132,29153.0,31422.0,20758.266,19385.868,-203699.094,-203699.094,1399.868,273.15,0.0,273.15,0.0,16,110,295,3.8,26.13,70.07,1,5,155,-95.109,2.179,3355.645,5464.602,13610.0,16362.0,10254.355,10897.398,-203699.094,-203699.094,682.891,273.15,0.0,273.15,0.0
Uliledlimab,G1,Kappa,24282.85,218,213,431,2,19,274,-206.15,4.817,6074.009,10207.265,27944.0,32029.0,21869.991,21821.735,-192515.512,-192515.512,1308.85,273.15,0.0,273.15,0.0,20,140,264,4.72,33.02,62.26,1,9,143,-116.691,2.471,2652.352,4969.381,13686.0,15639.0,11033.648,10669.619,-192515.512,-192515.512,645.309,273.15,0.0,273.15,0.0
Ulviprubart,G1,Kappa,29846.46,217,219,436,2,17,288,-155.004,4.458,8359.841,12247.297,28596.0,32436.0,20236.159,20188.703,-208304.787,-208304.787,1387.996,273.15,0.0,273.15,0.0,21,128,270,5.01,30.55,64.44,1,11,149,-97.67,1.972,3973.204,6009.935,13568.0,16763.0,9594.796,10753.065,-208304.787,-208304.787,698.33,273.15,0.0,273.15,0.0
Umesolerbart,G4,Kappa,25806.69,203,214,417,2,20,274,-190.025,4.716,6879.008,10253.627,27451.0,29241.0,20571.992,18987.373,-191881.028,-191881.028,1301.975,273.15,0.0,273.15,0.0,13,135,259,3.19,33.17,63.64,1,15,127,-118.826,2.399,2886.943,5220.607,13642.0,15703.0,10755.057,10482.393,-191881.028,-191881.028,643.174,273.15,0.0,273.15,0.0
Umikibart,G4,Kappa,24912.08,200,215,415,3,10,276,-169.044,4.483,6358.249,9801.17,26542.0,29629.0,20183.751,19827.83,-193142.751,-193142.751,1277.956,273.15,0.0,273.15,0.0,13,135,258,3.2,33.25,63.55,2,5,138,-93.51,2.187,2899.613,5235.141,13137.0,16019.0,10237.387,10783.859,-193142.751,-193142.751,647.49,273.15,0.0,273.15,0.0
Unasnemab,G1,Kappa,26839.58,214,214,428,2,24,285,-220.951,4.954,6721.96,10532.479,28135.0,29923.0,21413.04,19390.521,-200100.968,-200100.968,1335.049,273.15,0.0,273.15,0.0,42,139,234,10.12,33.49,56.39,1,8,143,-88.154,2.201,3633.851,5921.041,13639.0,15928.0,10005.149,10006.959,-200100.968,-200100.968,670.846,273.15,0.0,273.15,0.0
Upanovimab,G1,Kappa,28461.38,219,218,437,2,14,297,-152.017,4.824,8359.326,11062.818,29118.0,29680.0,20758.674,18617.182,-210850.261,-210850.261,1395.983,273.15,0.0,273.15,0.0,20,99,302,4.75,23.52,71.73,1,7,164,-97.131,2.445,3954.778,5540.251,14459.0,14926.0,10504.222,9385.749,-210850.261,-210850.261,706.869,273.15,0.0,273.15,0.0
Upinitatug,G1,Kappa,26957.06,217,214,431,2,20,281,-198.862,4.56,6805.534,11728.197,27533.0,32459.0,20727.466,20730.803,-197805.648,-197805.648,1335.138,273.15,0.0,273.15,0.0,37,142,237,8.89,34.13,56.97,1,11,135,-94.875,1.989,3525.007,6830.937,13004.0,17114.0,9478.993,10283.063,-197805.648,-197805.648,663.125,273.15,0.0,273.15,0.0
Urelumab,G4,Kappa,24202.11,205,216,421,2,28,243,-199.501,5.081,6539.971,10333.588,28340.0,29760.0,21800.029,19426.412,-191553.946,-191553.946,1278.499,273.15,0.0,273.15,0.0,13,154,243,3.17,37.56,59.27,1,14,118,-100.863,2.595,3085.471,5156.828,14271.0,15221.0,11185.529,10064.172,-191553.946,-191553.946,642.137,273.15,0.0,273.15,0.0
Usilnetug,G1,Kappa,29234.65,219,214,433,2,11,266,-103.404,4.712,8583.823,11233.816,29340.0,30775.0,20756.177,19541.184,-200616.277,-200616.277,1359.596,273.15,0.0,273.15,0.0,39,98,279,9.38,23.56,67.07,1,4,136,-52.305,2.201,4147.794,6301.547,14026.0,15952.0,9878.206,9650.453,-200616.277,-200616.277,672.695,273.15,0.0,273.15,0.0
Ustekinumab,G1,Kappa,22810.14,217,214,431,4,17,259,-187.519,5.115,6219.235,9417.899,29030.0,31426.0,22810.765,22008.101,-187172.068,-187172.068,1297.481,273.15,0.0,273.15,0.0,22,202,194,5.26,48.33,46.41,2,13,122,-119.623,2.315,2495.079,5063.827,13407.0,16692.0,10911.921,11628.173,-187172.068,-187172.068,627.377,273.15,0.0,273.15,0.0
Utomilumab,G2,Lambda,23449.58,200,214,414,4,13,249,-160.722,4.473,6251.115,9842.867,26885.0,31034.0,20633.885,21191.133,-181816.828,-181816.828,1250.278,273.15,0.0,273.15,0.0,31,143,226,7.75,35.75,56.5,2,6,107,-72.426,2.242,2662.948,4705.614,13349.0,16297.0,10686.052,11591.386,-181816.828,-181816.828,609.574,273.15,0.0,273.15,0.0
Vamikibart,G2,Kappa,27050.7,206,218,424,2,19,290,-200.562,4.837,6937.508,10939.518,27979.0,30252.0,21041.492,19312.482,-202097.444,-202097.444,1332.438,273.15,0.0,273.15,0.0,23,127,269,5.49,30.31,64.2,1,11,144,-106.519,2.553,3419.235,5899.262,14205.0,15182.0,10785.765,9282.738,-202097.444,-202097.444,677.481,273.15,0.0,273.15,0.0
Varisacumab,G1,Kappa,24713.99,224,214,438,4,23,267,-217.63,5.082,6294.812,10066.576,28701.0,31202.0,22406.188,21135.424,-188632.518,-188632.518,1327.37,273.15,0.0,273.15,0.0,16,170,237,3.78,40.19,56.03,2,12,129,-123.738,2.29,2450.462,5167.703,13171.0,16461.0,10720.538,11293.297,-188632.518,-188632.518,632.262,273.15,0.0,273.15,0.0
Varlilumab,G1,Kappa,30122.99,217,214,431,2,10,295,-130.296,4.494,8508.173,12180.468,28466.0,31274.0,19957.827,19093.532,-204774.073,-204774.073,1381.704,273.15,0.0,273.15,0.0,13,139,270,3.08,32.94,63.98,1,6,155,-86.474,1.927,3861.023,6092.128,13183.0,16446.0,9321.977,10353.872,-204774.073,-204774.073,686.526,273.15,0.0,273.15,0.0
Varokibart,G4,Lambda,25886.0,201,214,415,4,22,252,-180.613,4.493,7015.478,11225.563,27014.0,30448.0,19998.522,19222.437,-192040.715,-192040.715,1283.387,273.15,0.0,273.15,0.0,11,139,250,2.75,34.75,62.5,2,11,126,-101.232,2.486,3070.727,5405.17,13732.0,14892.0,10661.273,9486.83,-192040.715,-192040.715,643.768,273.15,0.0,273.15,0.0
Vatelizumab,G4,Kappa,21950.84,203,213,416,4,28,232,-226.99,5.182,5320.39,9983.5,27713.0,30244.0,22392.61,20260.5,-183494.369,-183494.369,1229.01,273.15,0.0,273.15,0.0,26,165,216,6.39,40.54,53.07,2,18,106,-122.969,2.357,2521.228,4978.842,13373.0,16087.0,10851.772,11108.158,-183494.369,-183494.369,615.031,273.15,0.0,273.15,0.0
Vebanvibart,G1,Kappa,22412.29,223,215,438,4,24,266,-239.349,5.788,5546.04,9776.373,29739.0,30091.0,24192.96,20314.627,-187172.0,-187172.0,1308.651,273.15,0.0,273.15,0.0,25,181,223,5.83,42.19,51.98,2,14,129,-140.694,2.391,2092.243,5126.818,13038.0,16214.0,10945.757,11087.182,-187172.0,-187172.0,627.306,273.15,0.0,273.15,0.0
Vecantoxatug,G1,Kappa,23786.05,213,214,427,4,31,255,-246.98,4.985,5920.79,10557.542,28016.0,31621.0,22095.21,21063.458,-188283.018,-188283.018,1292.02,273.15,0.0,273.15,0.0,25,194,201,5.95,46.19,47.86,2,14,128,-132.942,2.286,2362.338,5314.558,12958.0,16283.0,10595.662,10968.442,-188283.018,-188283.018,631.058,273.15,0.0,273.15,0.0
Vedolizumab,G1,Kappa,30945.4,219,219,438,2,12,300,-143.107,4.555,8515.723,12691.3,28516.0,31397.0,20000.277,18705.7,-201653.069,-201653.069,1402.893,273.15,0.0,273.15,0.0,22,98,305,5.18,23.06,71.76,1,10,146,-109.018,2.38,3239.282,5862.539,13802.0,15955.0,10562.718,10092.461,-201653.069,-201653.069,675.982,273.15,0.0,273.15,0.0
Veligrotug,G1,Kappa,25439.59,222,219,441,2,23,293,-224.909,5.222,6723.625,10319.172,29444.0,31179.0,22720.375,20859.828,-208031.919,-208031.919,1368.091,273.15,0.0,273.15,0.0,13,164,254,3.02,38.05,58.93,1,15,158,-136.716,2.586,3411.357,4433.342,14614.0,14622.0,11202.643,10188.658,-208031.919,-208031.919,697.284,273.15,0.0,273.15,0.0
Venanprubart,G4,Kappa,26785.65,207,217,424,2,14,269,-160.032,4.744,6918.723,11016.946,27695.0,30351.0,20776.277,19334.054,-196030.416,-196030.416,1305.968,273.15,0.0,273.15,0.0,14,166,232,3.4,40.29,56.31,1,8,121,-63.724,2.246,3731.02,5396.637,13937.0,15601.0,10205.98,10204.363,-196030.416,-196030.416,657.276,273.15,0.0,273.15,0.0
Verekitug,G1,Kappa,26111.33,216,214,430,2,12,256,-144.455,4.864,6701.806,10909.66,28032.0,30810.0,21330.194,19900.34,-185802.847,-185802.847,1297.545,273.15,0.0,273.15,0.0,41,114,267,9.72,27.01,63.27,1,8,121,-92.123,2.406,2595.073,6162.68,13369.0,16641.0,10773.927,10478.32,-185802.847,-185802.847,622.877,273.15,0.0,273.15,0.0
Verzistobart,G1,Kappa,26827.51,218,214,432,2,18,276,-184.049,4.929,6878.043,10994.464,28214.0,30374.0,21335.957,19379.536,-195554.179,-195554.179,1331.951,273.15,0.0,273.15,0.0,19,150,260,4.43,34.97,60.61,1,12,142,-121.516,2.479,2899.375,5504.502,13698.0,15444.0,10798.625,9939.498,-195554.179,-195554.179,655.484,273.15,0.0,273.15,0.0
Vibostolimab,G1,Kappa,24444.29,217,214,431,4,20,307,-244.126,4.798,6354.961,10084.421,27824.0,30931.0,21469.039,20846.579,-198372.011,-198372.011,1351.874,273.15,0.0,273.15,0.0,29,174,215,6.94,41.63,51.44,2,14,153,-149.157,2.354,2713.708,4754.172,13417.0,15461.0,10703.292,10706.828,-198372.011,-198372.011,664.843,273.15,0.0,273.15,0.0
Vilamakitug,G4,Kappa,28963.78,202,220,422,1,25,270,-176.36,4.442,7905.585,12538.117,27453.0,30902.0,19547.415,18363.883,-203280.694,-203280.694,1337.64,273.15,0.0,273.15,0.0,23,118,275,5.53,28.37,66.11,1,11,132,-82.47,2.024,3901.207,6714.813,13541.0,17160.0,9639.793,10445.187,-203280.694,-203280.694,681.53,273.15,0.0,273.15,0.0
Vilobelimab,G4,Kappa,27330.83,203,218,421,3,15,300,-209.606,4.592,6495.779,11152.426,26693.0,30113.0,20197.221,18960.574,-196126.223,-196126.223,1322.394,273.15,0.0,273.15,0.0,19,147,240,4.68,36.21,59.11,2,7,147,-117.584,2.387,2616.648,4859.001,13477.0,15738.0,10860.352,10878.999,-196126.223,-196126.223,657.416,273.15,0.0,273.15,0.0
Vipalanebart,G4,Kappa,26023.14,207,214,421,4,21,280,-200.678,4.938,7172.873,10012.727,28377.0,28944.0,21204.127,18931.273,-198543.717,-198543.717,1326.322,273.15,0.0,273.15,0.0,18,157,237,4.37,38.11,57.52,2,12,133,-98.411,2.587,3623.553,5007.029,14619.0,14600.0,10995.447,9592.971,-198543.717,-198543.717,665.589,273.15,0.0,273.15,0.0
Visilizumab,G2,Kappa,23439.07,204,213,417,4,18,266,-219.836,4.547,5366.543,10255.036,26186.0,31350.0,20819.457,21094.964,-189984.708,-189984.708,1256.164,273.15,0.0,273.15,0.0,19,148,238,4.69,36.54,58.77,2,8,136,-111.161,2.212,2593.56,4879.407,13084.0,16168.0,10490.44,11288.593,-189984.708,-189984.708,636.839,273.15,0.0,273.15,0.0
Visugromab,G4,Kappa,26663.12,202,214,416,2,17,258,-146.772,4.599,7489.113,10456.482,27811.0,29714.0,20321.887,19257.518,-187224.303,-187224.303,1296.228,273.15,0.0,273.15,0.0,36,106,261,8.93,26.3,64.76,1,8,119,-83.326,2.394,2866.956,4747.636,13785.0,15736.0,10918.044,10988.364,-187224.303,-187224.303,627.674,273.15,0.0,273.15,0.0
Vixticibart,G4,Kappa,29552.64,208,213,421,2,8,285,-119.004,4.104,8239.835,12920.255,27000.0,31870.0,18760.165,18949.745,-191323.05,-191323.05,1342.996,273.15,0.0,273.15,0.0,16,95,303,3.86,22.95,73.19,1,6,135,-89.6,2.221,2936.005,5920.712,13239.0,16607.0,10302.995,10686.288,-191323.05,-191323.05,641.4,273.15,0.0,273.15,0.0
Vobramitamab,G1,Kappa,22977.19,215,215,430,4,26,275,-251.581,4.964,5736.754,9174.35,27872.0,30527.0,22135.246,21352.65,-192656.538,-192656.538,1308.419,273.15,0.0,273.15,0.0,25,175,219,5.97,41.77,52.27,2,13,135,-129.26,2.349,2629.586,4836.511,13448.0,15913.0,10818.414,11076.489,-192656.538,-192656.538,645.74,273.15,0.0,273.15,0.0
Volagidemab,G2,Kappa,26355.8,212,214,426,4,17,294,-218.586,4.698,6376.578,10731.973,27110.0,30330.0,20733.422,19598.027,-194068.4,-194068.4,1326.414,273.15,0.0,273.15,0.0,22,141,258,5.23,33.49,61.28,2,8,140,-107.452,2.243,2901.928,5077.037,13189.0,15533.0,10287.072,10455.963,-194068.4,-194068.4,650.548,273.15,0.0,273.15,0.0
Volociximab,G4,Kappa,29046.92,208,215,423,2,11,293,-148.843,4.426,7846.268,12012.57,27636.0,31200.0,19789.732,19187.43,-196146.349,-196146.349,1348.157,273.15,0.0,273.15,0.0,21,104,284,5.13,25.43,69.44,1,6,128,-63.334,2.063,3706.626,5561.63,13614.0,16439.0,9907.374,10877.37,-196146.349,-196146.349,657.666,273.15,0.0,273.15,0.0
Vopratelimab,G1,Kappa,24397.63,215,218,433,4,17,272,-174.941,5.152,7242.349,8504.261,29729.0,29279.0,22486.651,20774.739,-197014.986,-197014.986,1340.059,273.15,0.0,273.15,0.0,29,166,231,6.81,38.97,54.23,2,8,140,-105.563,2.44,2977.498,4348.302,14081.0,15471.0,11103.502,11122.698,-197014.986,-197014.986,660.437,273.15,0.0,273.15,0.0
Vunakizumab,G1,Kappa,24416.43,221,213,434,3,28,297,-258.037,4.731,6518.513,10231.773,28064.0,31854.0,21545.487,21622.227,-199437.096,-199437.096,1358.963,273.15,0.0,273.15,0.0,21,169,233,4.96,39.95,55.08,1,19,150,-157.613,2.16,2895.466,5245.075,13187.0,16403.0,10291.534,11157.925,-199437.096,-199437.096,668.387,273.15,0.0,273.15,0.0
Xeligekimab,G4,Kappa,22995.07,211,214,425,4,19,320,-277.494,5.015,5380.224,9127.122,27591.0,30270.0,22210.776,21142.878,-192140.422,-192140.422,1327.506,273.15,0.0,273.15,0.0,23,186,207,5.53,44.71,49.76,2,11,150,-149.058,2.277,2117.688,5064.077,12818.0,16405.0,10700.312,11340.923,-192140.422,-192140.422,643.942,273.15,0.0,273.15,0.0
Xentuzumab,G1,Lambda,24147.82,215,216,431,4,13,235,-142.383,4.915,6424.691,10464.987,28350.0,31627.0,21925.309,21162.013,-186256.139,-186256.139,1274.617,273.15,0.0,273.15,0.0,24,178,208,5.85,43.41,50.73,2,7,116,-84.578,2.36,2696.899,5162.014,13488.0,16066.0,10791.101,10903.986,-186256.139,-186256.139,624.422,273.15,0.0,273.15,0.0
Zadoprubart,G4,Kappa,30297.5,208,214,422,2,9,268,-80.911,4.466,9243.578,11391.215,28596.0,29007.0,19352.422,17615.785,-198633.639,-198633.639,1354.089,273.15,0.0,273.15,0.0,15,87,311,3.63,21.07,75.3,1,6,131,-58.977,2.342,4000.907,5101.053,14426.0,15121.0,10425.093,10019.947,-198633.639,-198633.639,666.023,273.15,0.0,273.15,0.0
Zagotenemab,G4,Kappa,23756.42,200,219,419,4,27,270,-251.749,5.067,5690.027,9380.213,27387.0,28627.0,21696.973,19246.787,-194934.935,-194934.935,1281.251,273.15,0.0,273.15,0.0,22,168,220,5.37,40.98,53.66,2,15,131,-131.627,2.514,2694.94,4749.651,13914.0,15588.0,11219.06,10838.349,-194934.935,-194934.935,653.373,273.15,0.0,273.15,0.0
Zalifrelimab,G1,Kappa,26901.09,216,214,430,0,13,283,-137.393,4.825,7904.266,10764.58,28896.0,30031.0,20991.734,19266.42,-187907.13,-187907.13,1353.607,273.15,0.0,273.15,0.0,19,111,283,4.6,26.88,68.52,0,7,124,-81.028,2.373,2838.873,5216.489,13395.0,15353.0,10556.127,10136.511,-187907.13,-187907.13,629.972,273.15,0.0,273.15,0.0
Zaltenibart,G4,Kappa,30344.64,197,219,416,3,19,271,-159.978,4.427,7960.89,12185.866,26889.0,28927.0,18928.11,16741.134,-197330.157,-197330.157,1324.022,273.15,0.0,273.15,0.0,8,96,299,1.99,23.82,74.19,2,12,137,-120.556,2.565,2897.77,6123.475,13894.0,15904.0,10996.23,9780.525,-197330.157,-197330.157,661.444,273.15,0.0,273.15,0.0
Zamerovimab,G1,Kappa,23173.96,219,214,433,2,26,266,-249.749,5.075,5130.055,10697.336,27833.0,32732.0,22702.945,22034.664,-183197.493,-183197.493,1288.251,273.15,0.0,273.15,0.0,21,163,237,4.99,38.72,56.29,1,13,114,-111.928,2.243,2322.88,5644.639,12914.0,16959.0,10591.12,11314.361,-183197.493,-183197.493,614.072,273.15,0.0,273.15,0.0
Zanolimumab,G1,Kappa,28728.48,213,214,427,2,16,282,-136.093,4.656,8716.28,11896.994,29257.0,31294.0,20540.72,19397.006,-201375.569,-201375.569,1371.907,273.15,0.0,273.15,0.0,19,130,262,4.62,31.63,63.75,1,8,139,-75.837,2.178,3966.504,6364.477,13753.0,15941.0,9786.496,9576.523,-201375.569,-201375.569,675.163,273.15,0.0,273.15,0.0
Zansecimab,G4,Kappa,26998.79,205,214,419,2,17,278,-192.971,4.664,6441.15,11562.676,26726.0,30166.0,20284.85,18603.324,-195539.501,-195539.501,1296.029,273.15,0.0,273.15,0.0,10,123,274,2.46,30.22,67.32,1,9,144,-110.528,2.356,2938.879,5520.765,13462.0,15701.0,10523.121,10180.235,-195539.501,-195539.501,655.472,273.15,0.0,273.15,0.0
